learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
16588.0,1.1875,1.079603357033597E-8,16588.0,0.7552742616033755,0.3025287810518296,0.82,0.3693062368605464,0.8259340659340659,3.761904761904762,0.5973620935124034,0.9367088607594937,0.270679042501221,16588.0,73000.0,23.0,12.0,12.0,6.0,0.0,0.0,1.0
18096.0,1.265625,1.2324308045208454E-8,18096.0,0.7867897037396795,0.30420788251464465,0.78,0.3767705382436263,0.8607068607068608,2.4482758620689653,0.5982814955653327,0.9436619718309859,0.10657091561938956,18096.0,75616.0,25.0,13.0,13.0,7.0,0.0,0.0,1.0
19604.0,1.34375,1.3945553089595503E-8,19604.0,0.6713286713286714,0.23290166376164906,0.8,0.27536231884057966,0.6305003013863774,3.5454545454545454,0.50866615647324,0.9487179487179487,0.1867247459033397,19604.0,80216.0,25.0,13.0,13.0,7.0,0.0,0.0,1.0
21112.0,1.390625,1.4980194262332385E-8,21112.0,0.8154885654885655,0.3703844154235006,0.81,0.3733509234828498,0.7984458474987858,2.8461538461538463,0.5509394735670186,0.9864864864864865,0.2290447818566214,21112.0,85320.0,27.0,14.0,14.0,7.0,0.0,0.0,1.0
22620.0,1.484375,1.719189135150777E-8,22620.0,0.768334142787761,0.3334585578629938,0.8,0.4334277620396603,0.7919588592800374,2.4482758620689653,0.629530688536799,0.9577464788732394,0.19214285714285745,22620.0,91192.0,29.0,15.0,15.0,7.0,0.0,0.0,1.0
24128.0,1.53125,1.8324224381811087E-8,24128.0,0.7330528284244975,0.2973744324724956,0.78,0.387868670005565,0.6979166666666666,2.225806451612903,0.5869868224132204,0.9710144927536232,0.11145631067961179,24128.0,93376.0,29.0,15.0,15.0,7.0,0.0,0.0,1.0
25636.0,1.609375,2.0577022547109258E-8,25636.0,0.7098214285714286,0.2971441157168678,0.79,0.393063583815029,0.7106154714850367,2.5714285714285716,0.6091237526412395,0.9444444444444444,0.15272898961284234,25636.0,111464.0,37.0,19.0,19.0,9.0,0.0,0.0,1.0
27144.0,1.65625,2.1995640256338648E-8,27144.0,0.7439692982456141,0.3400114856480409,0.81,0.42143727161997585,0.7757675438596491,3.1666666666666665,0.6497300384059655,0.9210526315789473,0.23469951031310293,27144.0,116984.0,37.0,19.0,19.0,9.0,0.0,0.0,1.0
28652.0,1.71875,2.3917010467913413E-8,28652.0,0.8245614035087719,0.3195591712813301,0.79,0.26778242677824293,0.8264033264033264,3.1666666666666665,0.4900322223562124,0.9605263157894737,0.1523076923076925,28652.0,118832.0,37.0,19.0,19.0,9.0,0.0,0.0,1.0
30160.0,1.765625,2.5382485344178144E-8,30160.0,0.8945147679324894,0.38687919611944055,0.86,0.4886778670562453,0.8502331002331003,3.761904761904762,0.6463137929731515,0.9746835443037974,0.4375382975889169,30160.0,120848.0,37.0,19.0,19.0,9.0,0.0,0.0,1.0
30162.0,1.765625,2.5382485344178144E-8,30162.0,0.9003496503496503,0.4080360035901154,0.86,0.5125348189415041,0.8502331002331003,3.5454545454545454,0.665500144921429,0.9743589743589743,0.4375759190197122,30162.0,120848.0,37.0,19.0,19.0,9.0,0.0,0.0,1.0
