learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
16588.0,0.71875,3.401041289584504E-9,16588.0,0.3373180873180873,3.400550439686123E-4,0.74,0.0,0.44951801116184675,2.8461538461538463,0.0,1.0,-0.05681940700808636,16588.0,53872.0,21.0,11.0,11.0,5.0,0.0,0.0,1.0
18096.0,0.75,3.888692137681776E-9,18096.0,0.6015055852355512,0.05136214056652144,0.71,0.02815013404825725,0.6470893970893971,2.4482758620689653,0.1843829871871595,0.9859154929577465,-0.17770197486535041,18096.0,60320.0,23.0,12.0,12.0,5.0,0.0,0.0,1.0
19604.0,0.796875,4.6364665548834534E-9,19604.0,0.3697916666666667,8.920416175147716E-4,0.64,0.0,0.3758043758043758,1.7777777777777777,0.0,1.0,-0.45965667011375366,19604.0,61664.0,23.0,12.0,12.0,5.0,0.0,0.0,1.0
21112.0,0.84375,5.4563214588496415E-9,21112.0,0.4579002079002079,0.0237071355133448,0.71,-0.05685131195335299,0.5152986886838271,2.8461538461538463,0.0,0.9594594594594594,-0.1767211224293678,21112.0,67608.0,25.0,13.0,13.0,6.0,0.0,0.0,1.0
22620.0,0.890625,6.296549044135544E-9,22620.0,0.4528703047484054,0.0011798607810943884,0.83,0.0,0.38414634146341464,4.882352941176471,0.0,1.0,0.3107366911632909,22620.0,69288.0,25.0,13.0,13.0,6.0,0.0,0.0,1.0
24128.0,0.9375,7.24339366166128E-9,24128.0,0.3343480466768138,0.010378650328576683,0.7,-0.0570824524312896,0.29811507936507936,2.7037037037037037,0.0,0.958904109589041,-0.21165048543689335,24128.0,78080.0,29.0,15.0,15.0,7.0,0.0,0.0,1.0
25636.0,0.96875,7.91051813090841E-9,25636.0,0.4682952182952183,0.013574402378142836,0.74,0.0,0.42970073404856013,2.8461538461538463,0.0,1.0,-0.05148446127149374,25636.0,82520.0,29.0,15.0,15.0,7.0,0.0,0.0,1.0
27144.0,1.0,8.587149851438072E-9,27144.0,0.5408,0.019278774840129798,0.74,-0.019607843137254475,0.5021929824561403,3.0,0.0,0.9866666666666667,-0.04725330167680684,27144.0,83696.0,29.0,15.0,15.0,7.0,0.0,0.0,1.0
28652.0,1.046875,9.672140650865103E-9,28652.0,0.4643640350877193,0.013243301726328649,0.76,0.0,0.4178794178794179,3.1666666666666665,0.0,1.0,0.031208791208791307,28652.0,89472.0,31.0,16.0,16.0,7.0,0.0,0.0,1.0
30160.0,1.09375,1.0821062864528762E-8,30160.0,0.5611814345991561,0.011030847243037434,0.78,-0.01946246524559769,0.38053613053613056,3.761904761904762,0.0,0.9873417721518988,0.1161316104968696,30160.0,94744.0,33.0,17.0,17.0,7.0,0.0,0.0,1.0
30162.0,1.09375,1.0821062864528762E-8,30162.0,0.5407925407925408,0.010640709665230286,0.77,-0.0195035460992906,0.38053613053613056,3.5454545454545454,0.0,0.9871794871794872,0.07601758124667019,30162.0,94744.0,33.0,17.0,17.0,7.0,0.0,0.0,1.0
